paper_id,title,year,authors,venue,publisher,publication_types,doi,arxiv_id,url,open_access_pdf,abstract,source,source_query
s2:1c79b1dfe669d32aaa70a96c95b6a8d3c9d55d99,"Machine Learning for Cybersecurity: Web Attack Detection (Brute Force, XSS, SQL Injection)",2025,Muhammad Irfa’issurur; B. Josaphat,InPrime Indonesian Journal of Pure and Applied Mathematics,Other,JournalArticle,10.15408/inprime.v7i1.41025,,https://www.semanticscholar.org/paper/1c79b1dfe669d32aaa70a96c95b6a8d3c9d55d99,,"Security is a top priority in system development, as web portals serve as critical entry points that are frequently targeted by cyber-attacks. Common attack methods include SQL Injection, Cross-Site Scripting (XSS), and Brute Force. The application of machine learning in cybersecurity is growing due to its effectiveness in detecting such threats. This study employs supervised machine learning with six algorithms: K-Nearest Neighbors (KNN), Random Forest, Naïve Bayes, AdaBoost, LightGBM, and XGBoost. The research utilizes the CICIDS2017 and CSE-CICIDS2018 datasets, which contain network traffic data labeled with four categories: Benign, Brute Force, XSS, and SQL Injection. To address the dataset imbalance issue, this study applies Synthetic Minority Oversampling Technique (SMOTE) in conjunction with Principal Component Analysis (PCA) for dimensionality reduction. Performance evaluation is conducted using accuracy, precision, recall, and F1-score metrics, as well as K-Fold Cross Validation, AUC-ROC, and Learning Curve analysis. The results indicate that the Random Forest algorithm achieves the highest classification performance, with an accuracy of 97.77%, precision of 84.07%, recall of 91.96%, and an F1-score of 87.28%. This research contributes by demonstrating the applicability of machine learning in real-time web attack detection, highlighting the advantages of ensemble-based models in handling cybersecurity threats. Additionally, it underscores the importance of dataset preprocessing techniques in enhancing classification performance. Future improvements should focus on optimizing hyperparameters, integrating real-time network traffic analysis, and exploring hybrid models that combine traditional machine learning with deep learning approaches to further enhance detection capabilities.Keywords: Machine learning; Cybersecurity; Web attack detection; Random forest; SMOTE; PCA. Abstrak Keamanan merupakan prioritas utama dalam pengembangan sistem, karena portal web berfungsi sebagai titik masuk penting yang sering menjadi sasaran serangan siber. Metode serangan umum meliputi SQL Injection, Cross-Site Scripting (XSS), dan Brute Force. Penerapan machine learning dalam keamanan siber semakin berkembang karena efektivitasnya dalam mendeteksi ancaman tersebut. Studi ini menggunakan supervised machine learning dengan enam algoritma: K-Nearest Neighbors (KNN), Random Forest, Naïve Bayes, AdaBoost, LightGBM, dan XGBoost. Penelitian ini memanfaatkan kumpulan data CICIDS2017 dan CSE-CICIDS2018, yang berisi data lalu lintas jaringan yang diberi label dengan empat kategori: Benign, Brute Force, XSS, dan SQL Injection. Untuk mengatasi masalah ketidakseimbangan kumpulan data, studi ini menerapkan Synthetic Minority Oversampling Technique (SMOTE) bersama dengan Principal Component Analysis (PCA) untuk pengurangan dimensionalitas. Evaluasi kinerja dilakukan dengan menggunakan metrik akurasi, presisi, recall, dan skor F1, serta K-Fold Cross Validation, AUC-ROC, dan analisis Learning Curve. Hasilnya menunjukkan bahwa algoritma Random Forest mencapai kinerja klasifikasi tertinggi, dengan akurasi 97,77%, presisi 84,07%, recall 91,96%, dan skor F1 87,28%. Penelitian ini berkontribusi dengan menunjukkan penerapan machine learning dalam deteksi serangan web real-time, menyoroti keunggulan model berbasis ensemble dalam menangani ancaman keamanan siber. Selain itu, penelitian ini menggarisbawahi pentingnya teknik praproses dataset dalam meningkatkan kinerja klasifikasi. Peningkatan di masa mendatang harus difokuskan pada pengoptimalan hiperparameter, pengintegrasian analisis lalu lintas jaringan real-time, dan eksplorasi model hybrid yang menggabungkan machine learning tradisional dengan pendekatan deep learning untuk lebih meningkatkan kemampuan deteksi.Kata Kunci: Pembelajaran mesin; Keamanan siber; Deteksi serangan web; Random forest; SMOTE; PCA. 2020MSC: 68T05",semantic_scholar,targeted cyber attack classification
s2:7a85b68dbbedb7103e6f570297a41eb399a6563a,"An Integrated Cybersecurity Defense Framework for Attack Intelligence Analysis, Counteraction, and Traceability in Complex Network Architectures",2025,Xiangyu Le; Hushuang Zeng,EAI Endorsed Transactions on Scalable Information Systems,IEEE,JournalArticle,10.4108/eetsis.9770,,https://www.semanticscholar.org/paper/7a85b68dbbedb7103e6f570297a41eb399a6563a,,"INTRODUCTION: In response to the increasingly severe and complex cybersecurity threats posed by advanced persistent threats (APTs) and other sophisticated attacks, this paper proposes an integrated security defense framework for attack intelligence analysis, counteraction, and traceability in complex network architectures. Consolidating threat intelligence from multiple sources that provide different types of intelligence is a major obstacle for the cyber security defense community, particularly when serious challenges arise from complex advanced persistent threats (APTs) involving multiple entities. Inconsistent data formats and methods of structuring data further complicate analyzing the intelligence and creating improved strategies for defense from an all-source intelligence model. 
OBJECTIVES: The proposed approach leverages both internal and external threat intelligence sources, standardizes and integrates them into a heterogeneous threat intelligence knowledge graph, and transforms it into a homogeneous representation to facilitate analysis. Here introduces a framework that allows integration of a heterogeneous threat intelligence knowledge graph, Bayesian game theoretic modeling, and a Graph Attention Network (GAT). It is a method that converts multi-source intelligence into a single, homogeneous graph that allows for more informative analysis and a greater adaptive decision-making capacity.
METHODS: To model the strategic interaction between attackers and defenders under incomplete information and resource constraints, we construct a Network Attack-Defense Game Model (NADGM) based on Bayesian game theory and derive the equilibrium strategies using linear programming and Harsanyi transformation.
RESULTS: Furthermore, a graph attention network (GAT) is applied to perform node classification on the threat intelligence reports, exploiting the semantic relations between entities to enhance the accuracy of organization-level attribution. The framework is validated through experiments using real-world APT reports and a case study on ransomware attack-defense scenarios. Experimental results demonstrate that the proposed method achieves superior classification performance, effective strategy optimization, and reasonable attack-defense situation evolution compared to baseline models such as GCN and GraphSAGE. Integrating heterogeneous threat intelligence from diverse sources is a significant challenge in cybersecurity, especially when dealing with complex, advanced persistent threats (APTs). The variation in data formats and structures complicates analysis and defense strategy optimization.
Key Contributions
This paper introduces a framework that integrates a heterogeneous threat intelligence knowledge graph with Bayesian game-theoretic modeling and a Graph Attention Network (GAT). It standardizes multi-source intelligence into a homogeneous graph for improved analysis and adaptive decision-making.
Results
Experimental results show that the proposed framework outperforms traditional models, achieving a classification accuracy of 0.81 for threat intelligence reports. This leads to enhanced detection performance and optimized strategic defense decisions.
CONCLUSION: The findings suggest that integrating threat intelligence, game-theoretic modeling, and graph-based learning can significantly improve the efficiency of threat detection, response, and decision-making in large-scale, complex network environments. The novelty is to integrate a mixed threat intelligence knowledge graph with the application of Bayesian game-theoretic modeling and classifier based on Graph Attention Network (GAT). The classifier leads to a single structured representation of different threat data, recommends defenses that are best and at the same time, enhances the overall detection accuracy across multiple datasets.",semantic_scholar,advanced persistent threat classification
s2:e47eb092b5a1ac0d32c8bb8f28b0a28e4a9dcc7a,Mitigating Pakistan's Smog Crisis Through Predictive Modeling,2025,Javed Anjum Sheikh; Usman Javed Sheikh; F. Sheikh,AHFE International,Other,,10.54941/ahfe1006591,,https://www.semanticscholar.org/paper/e47eb092b5a1ac0d32c8bb8f28b0a28e4a9dcc7a,,"Smog, a persistent environmental challenge in Pakistan, poses severe threats to public health, the economy, and the environment. Characterized by a toxic mixture of pollutants such as particulate matter (PM2.5 and PM10), nitrogen oxides (NOx), sulfur dioxide (SO₂), carbon monoxide (CO), and ground-level ozone (O₃), smog in Pakistan has escalated due to rapid urbanization, industrialization, vehicular emissions, and agricultural practices like crop residue burning. The phenomenon intensifies during winter months, particularly in urban centers such as Lahore, Karachi, and Islamabad, where temperature inversions trap pollutants near the surface. This abstract explores the prediction of smog events in Pakistan, emphasizing the integration of meteorological data, pollution sources, and advanced predictive models to mitigate its adverse impacts.Accurate smog prediction is crucial for timely intervention, as it helps governments and citizens adopt preventive measures. Predictive modeling in Pakistan leverages a combination of historical pollution data, meteorological parameters (temperature, wind speed, humidity, and pressure), and emission sources such as industrial discharge and vehicular traffic. Machine learning techniques, including regression models, time-series forecasting, and classification algorithms, have shown promise in predicting smog intensity and duration. Furthermore, numerical weather prediction (NWP) models, such as the Weather Research and Forecasting (WRF) model, provide insights into pollutant dispersion and atmospheric dynamics.Satellite-based remote sensing is another vital tool for monitoring air quality and predicting smog in Pakistan. Data from satellites like MODIS and Sentinel-5P offer high-resolution insights into aerosol levels, which, when integrated with ground-based monitoring stations, improve the accuracy of predictions. Hybrid models combining machine learning with atmospheric simulations are emerging as powerful solutions to capture the complexity of smog formation and dispersion in regions with diverse geographical and climatic conditions like Pakistan.The application of smog prediction in Pakistan has significant implications for public health and policy-making. Real-time air quality monitoring systems integrated with predictive models enable authorities to issue timely advisories and impose short-term restrictions on industrial and vehicular activities. Additionally, long-term strategies such as urban reforestation, adoption of cleaner fuels, and stricter emission standards can be informed by these predictions. Awareness campaigns targeting crop burning and the promotion of alternative practices among farmers are also crucial to reducing episodic spikes in air pollution.Despite these advancements, challenges persist in Pakistan’s smog prediction efforts. Limited coverage of air quality monitoring stations, inconsistent data collection, and a lack of public awareness hinder the effectiveness of predictive systems. Bridging these gaps requires investments in monitoring infrastructure, capacity-building for local meteorologists and data scientists, and fostering collaborations with international organizations for technology transfer.In conclusion, the prediction of smog in Pakistan is a multifaceted endeavor requiring the integration of data science, atmospheric studies, and policy interventions. By leveraging cutting-edge technologies and fostering a multidisciplinary approach, Pakistan can mitigate the devastating impacts of smog and move towards sustainable urban development. Effective prediction and mitigation strategies are essential not only for safeguarding public health but also for achieving broader environmental and economic goals.",semantic_scholar,advanced persistent threat classification
oa:W4414444156,"Generative AI of things for sustainable smart cities: Synergizing cognitive augmentation, resource efficiency, network traffic, cybersecurity, and anomaly detection for environmental performance",2025,Simon Elias Bibri; Jeffrey Huang,Sustainable Cities and Society,Elsevier (Scopus-indexed),article,10.1016/j.scs.2025.106826,,https://openalex.org/W4414444156,,"• A novel GIoT and GAIoT framework is introduced to advance sustainable smart cities • GenAI augments AIoT pillars to enable proactive, context-aware, and self-adaptive urban systems • GenAI improves network traffic realism and communication efficiency in IoT and AIoT • GenAI enhances anomaly and threat detection in IoT- and AIoT-enabled systems • GenAI and FL promotes sustainable, energy-efficient IoT and AIoT system deployments Artificial Intelligence of Things (AIoT) has emerged as a transformative technology driving environmental sustainability in smart city development. However, the integration of Generative Artificial Intelligence (GenAI) within AIoT ecosystems remains largely unexplored. Current research predominantly addresses conventional AIoT frameworks, overlooking the innovative potential of advanced deep generative models, such as GANs, VAEs, Diffusion Models, transformers, and hybrid architectures, to significantly enhance situational awareness, system optimization, operational robustness, real-time responsiveness, and adaptive decision-making in complex urban environments. Current IoT and AIoT systems continue to face persistent challenges such as data scarcity, poor data quality, limited adaptability, imbalanced datasets, and inadequate context-awareness. This study addresses these gaps by systematically exploring how GenAI can enhance IoT and AIoT functionalities across key domains—namely cognitive augmentation, resource efficiency, cybersecurity, network traffic, and anomaly detection—while examining their synergistic potential to improve environmental performance in sustainable smart cities. Key findings reveal that emerging advancements in integrating GenAI with IoT and AIoT systems greatly improve urban adaptability, autonomy, and resilience by fostering more dynamic, autonomous, and robust systems and infrastructures. Generative models advance the five core pillars of AIoT: sensing, perceiving, learning, visualizing, and decision-making, by enabling proactive, context-aware, and self-adaptive urban systems to enhance their environmental performance. The fusion of generative intelligence with federated learning promotes sustainable, energy-efficient IoT and AIoT deployments by reducing data transmission, thereby lowering communication overhead and safeguarding user privacy. In networked environments, generative models improve synthetic traffic realism and communication efficiency. GenAI also strengthens cybersecurity through enhanced intrusion prevention, threat detection, and resilience in IoT- and AIoT-enabled smart cities. Furthermore, GenAI-driven anomaly detection facilitates early identification and mitigation of irregularities, boosting operational efficiency and system robustness. These findings underscore the powerful synergies of these domains enabled by GAIoT, emphasizing their collaborative potential to cultivate resilient, efficient, and environmentally conscious smart city ecosystems. The proposed conceptual framework, distilled from key findings, integrates GenAI and AIoT by highlighting both domain-specific advancements and their synergistic interactions. This framework holds significant potential to drive sustainable smart city development by fostering AIoT ecosystems that are more intelligent, resource-efficient, adaptive, secure, robust, and autonomous through the strategic application of generative intelligence. The insights from this study provide policymakers, urban planners, system designers, and technology developers with practical guidance to harness GAIoT for enhancing smart city resilience, sustainability, and operational intelligence.",openalex,advanced persistent threat detection framework
s2:57d4ae122ece4507acacd096bf04a1636d8ffc01,Application of multivariate cumulative sum control charts for detecting cyber attacks,2025,S.D. Erokhin; B. Borisenko; A. Fadeev; D.A. Kryukov,Highly available systems,Other,JournalArticle,10.18127/j20729472-202502-07,,https://www.semanticscholar.org/paper/57d4ae122ece4507acacd096bf04a1636d8ffc01,,"The rapid growth of cyberattacks necessitates the development of advanced anomaly detection methods in network traffic. Traditional univariate statistical control charts, such as Shewhart, CUSUM, and EWMA, face limitations in handling correlated network parameters, leading to missed anomalies or false alarms. This study addresses these challenges by exploring the application of multivariate cumulative sum control charts (MCUSUM) for detecting cyberattacks, emphasizing their ability to account for interdependencies among traffic features. The primary problem lies in the inefficiency of univariate methods in capturing complex correlations within network traffic parameters, which are critical for identifying sophisticated attacks. The study aims to evaluate the effectiveness of MCUSUM variants (Healy, Crosier, Pignatiello-Runger) and Hotelling’s Т2 charts in detecting anomalies caused by cyberattacks. The goal is to determine optimal methods for different attack scenarios, balancing precision, recall, and computational efficiency.

The research employs the CSE-CIC-IDS2018 dataset, a comprehensive resource containing labeled examples of normal and attack traffic. Fourteen key features, such as flow duration, packet rates, and header lengths, were selected to train and test the models. Multivariate methods were implemented as follows: Hotelling’s Т2 charts monitor deviations in multivariate means using covariance structures, ideal for abrupt changes like DDoS attacks.

Healy’s method projects data onto a predefined shift direction, suitable for predictable attack patterns.

Crosier’s approaches adaptively accumulate deviations, reducing false positives for unidirectional anomalies (e.g., traffic flooding).

Pignatiello-Runger’s techniques combine long-term trend analysis with quadratic forms, balancing sensitivity and computational load.

Experiments revealed distinct performance profiles: Crosier-2 achieved the highest precision (94%) and recall (90%) for small-to-moderate shifts, demonstrating robustness against low-intensity attacks. Pignatiello-Runger-1 excelled in detecting large shifts (93% recall), making it suitable for high-impact attacks.

Hotelling’s Т2 showed lower sensitivity to gradual changes (75% recall) but remained effective for sudden traffic spikes (93% precision).

Healy’s method, while precise (85%), required prior knowledge of attack vectors, limiting its versatility.

The integration of MCUSUM charts into intrusion detection systems (IDS) enhances their capability to identify both known and novel threats, including stealthy malware and low-and-slow attacks. By leveraging multivariate correlations, these methods reduce false alarms and accelerate response times, critical for protecting critical infrastructures. For instance, Crosier-2’s adaptability makes it ideal for real-time monitoring in dynamic networks, while Pignatiello-Runger’s hybrid approach offers a balance for resource-constrained environments.

This study underscores the importance of selecting context-appropriate multivariate control charts. Hotelling’s Т2 remains indispensable for detecting abrupt anomalies, whereas MCUSUM variants provide superior performance for subtle, persistent deviations. Future work should focus on optimizing parameter tuning and integrating machine learning to further enhance adaptability. The findings contribute significantly to advancing cybersecurity frameworks, ensuring robust defense mechanisms against evolving cyber threats.",semantic_scholar,advanced persistent threat detection framework
s2:d0f7642de5cfdde3f04d0d35f0d436ba86f488a1,AI Driven Cyber Deception in FinTech: An Adaptive Defense Strategy,2025,Isaac Ojeh; Xavier-Lewis Palmer; Lucas Potter,International Conference on AI Research,Other,JournalArticle; Conference,10.34190/icair.5.1.4365,,https://www.semanticscholar.org/paper/d0f7642de5cfdde3f04d0d35f0d436ba86f488a1,,"FinTech platforms clear high-value transactions in milliseconds, making them lucrative targets for adversaries who increasingly weaponize artificial intelligence. Once an attacker bypasses the perimeter, via credential stuffing, supply-chain malware, or deep-fake social engineering, traditional defenses often alert too late to prevent loss. We present an Adaptive Deception Defense Framework (ADDF) that intertwines AI-orchestrated honeypots, honeytokens and decoy micro-services within everyday banking and payment workflows. A recurrent-neural threat profiler classifies live attacker behavior; a Proximal-Policy-Optimization agent then selects actions such as spawning a shadow login API, cloning a database or injecting synthetic ledgers, thereby misdirecting intruders while harvesting telemetry. In a controlled “FinBank” test-bed featuring a vulnerable Flask-and-MySQL stack, ADDF shortened mean time-to-detect from 3 min 42 s to 29 s, increased attacker dwell-time inside decoys to 12 min 18 s, and prevented all real data exfiltration across ten attack trials. False-positive alerts remained below 1% per run, and added resource use averaged 14% CPU/RAM on mid-range servers. The framework also produced high-fidelity indicators of compromise, password lists, malware binaries and lateral-movement scripts, that would have been unavailable under baseline controls. These findings indicate that AI-driven cyber deception can transform FinTech security from passive monitoring into proactive engagement, mitigating breach impact while supplying rich threat intelligence. The paper details system architecture, reinforcement-learning policy training, empirical evaluation and operational implications—showing how defenders can regain initiative in the AI-to-AI cyber arms race without disrupting legitimate customers or breaching regulatory duties. FinTech platforms process high‑value transactions at internet speed, making them prime targets for advanced cyber‑criminals who now weaponize artificial intelligence. Traditional controls detect many incidents yet remain reactive; once adversaries bypass the perimeter, defenders struggle to contain damage fast enough to prevent data loss or fraud. We present an AI‑driven cyber‑deception framework that inserts a dynamic layer of honeypots, honeytokens and decoy services into a live FinTech environment. A learning engine classifies attacker behaviour in real time, then deploys or adapts decoys to misdirect adversaries while capturing rich telemetry. In a controlled banking testbed, the system cut mean time‑to‑detect from minutes to seconds, confined intruders to fake assets in every trial, and prevented exfiltration of real customer data. Adaptive deception also generated high‑quality threat intelligence with negligible false positives and modest resource overhead (<15% CPU/RAM on a mid‑range server). Findings from this study suggest that the use of AI-powered deception methods can shift or otherwise redirect Fintech defence posture from passive monitoring configurations to that of proactive engagement. This can reduce risk for defensive teams and potentially boost incident-response agility without significantly disrupting legitimate users within a system where the novelty lies in orchestrating established AI components (RL, anomaly classification, and generative decoys) into a closed-loop deception system for real-time FinTech operations.",semantic_scholar,targeted cyber attack classification
oa:W4411554604,Enhancing cybersecurity: a semantic network analysis of MITRE ATT&amp;CK® techniques,2025,C. Matt Graham,Information and Computer Security,Other,article,10.1108/ics-09-2024-0225,,https://openalex.org/W4411554604,,"Purpose The purpose of this study is to investigate how to enhance cybersecurity strategies by integrating semantic network analysis with the MITRE ATT&amp;CK framework. This study’s primary goal was to deepen understanding of advanced persistent threats (APTs) dynamics by examining how various attack techniques are connected and their roles within cyberattacks. Design/methodology/approach This study used a detailed analysis of data from the MITRE ATT&amp;CK framework, applying semantic network analysis to examine how different attack techniques are interconnected across various environments, including enterprise systems, industrial control systems and mobile networks. The methodology focused on identifying central techniques and the relational dynamics among tactics that contribute to the efficacy of APTs. Findings The findings of this study reveal that certain techniques, such as “Valid Accounts” and “Credential Dumping,” consistently play central roles in multiple attack pathways, making them critical targets for cybersecurity defenses. The analysis also uncovers intricate patterns of interconnections among various tactics and techniques, demonstrating how attackers exploit these relationships in a sequential manner. This knowledge is crucial for developing targeted defense strategies that effectively mitigate the most significant threats and address the interconnected nature of APT attacks. Research limitations/implications This study primarily relies on the MITRE ATT&amp;CK framework, which may not encompass all emerging techniques, potentially limiting the generalizability of the findings. Additionally, the focus on specific domains (enterprise, industrial control systems and mobile) might overlook other critical areas like cloud services or Internet of Things devices. Interpretation of semantic network analysis results involve some subjectivity, which could introduce bias. Practical implications By identifying key techniques with high centrality, this study provides actionable insights for cybersecurity professionals. The results can guide the development of more focused defense strategies, particularly by prioritizing techniques that are central to multiple attack pathways. This can lead to more efficient resource allocation for monitoring and protecting critical points in a network. Social implications Improving cybersecurity defenses against APTs can protect critical infrastructure, enterprises and individuals from significant threats, including data breaches, intellectual property theft and sabotage. Enhanced understanding and mitigation of APTs can contribute to national security, economic stability and the safeguarding of personal privacy in an increasingly interconnected world. Originality/value The integration of semantic network analysis with the MITRE ATT&amp;CK framework represents a novel approach to cybersecurity analysis. This methodology provides a comprehensive means to identify and prioritize key areas of vulnerability, thereby enhancing defensive measures against sophisticated cyber threats. This research offers detailed analysis and practical insights that can guide cybersecurity professionals in strengthening defenses against the evolving landscape of APTs.",openalex,APT MITRE ATT&CK
s2:4e669b7a7fe0dcb4ae2f6e4c59bfe95db15e4bdb,The Integration of AI and blockchain technologies for secure data management in cybersecurity,2025,Nafisat Zajime Bako; Chidiebube Nelson Ozioko; Ismail Oluwasola Sanni; O. Oni,World Journal of Advanced Research and Reviews,Other,JournalArticle; Review,10.30574/wjarr.2025.25.3.0784,,https://www.semanticscholar.org/paper/4e669b7a7fe0dcb4ae2f6e4c59bfe95db15e4bdb,,"Introduction: This review examines the integration of artificial intelligence (AI) and blockchain technologies for secure data management in cybersecurity across the United States. Due to the growing instances of cyber threats today, organizations and government agencies are looking at new ways of technological integration to enhance the aspect of data protection. This paper aims to establish how AI and blockchain functions together to provide secure solutions to the current cybersecurity threats.

Materials and Methods: This article adopts the secondary research approach that involves the use of surveys from peer-reviewed articles, industry reports, and analytical studies on AI-blockchain frameworks. The assumptions made are based on expert opinions from the interviews and case studies that have been compiled from reputed institutions such as the Cybersecurity and Infrastructure Security Agency (CISA), the Massachusetts Institute of Technology (MIT), and other Fortune 500 firms. From previous research, quantitative data is conducted and pertains to performance, the implementation rate, and sectorial outcomes in the financial service, health and the critical infrastructure sectors.

Results: Based on the findings, it can be concluded that integrated AI-blockchain systems are 37% more effective in mitigating APT attacks as opposed to antecedent security models. The organizations that have adopted such technologies have showed improved statistics of reduced data breach incidents by 42% and unauthorized access attempts by 56%. As far as the adoption rate, there are several leaders – and they have proved to be the financial institutions in New York and California with health care providers in Massachusetts and Texas not far behind. The technical pros are better out of the ordinary detection (up to 89% accuracy rates) and cryptographic audited trails, which considerably improve the response time.

Discussion: The review identifies four distinct implementation models emerging across different sectors and regions in the United States. Financial institutions primarily leverage these integrated technologies for transaction verification and fraud detection, while healthcare organizations focus on secure patient data management and access control. Government agencies, particularly in Virginia and Maryland, employ these systems for critical infrastructure protection and threat intelligence sharing. Key implementation factors include regulatory compliance requirements, organizational security maturity, and industry-specific threat landscapes.

Conclusion: The integration of AI and blockchain technologies provide a new lea for viewer cybersecurity strategies in the United States. But all these need some considerations in form of rules and regulations, technical difficulties, and challenges of qualified human resource. The overall recommendations for increasing the level of adoption consist of sectoral best practices to be followed in implementing the discussed concepts and frameworks, cross-organizational collaboration models, and educational programs to foster the acquisition of adequate workforce competencies in these converging technologies.",semantic_scholar,APT threat intelligence
oa:W4412675297,An approach for classifying sociotechnical attacks,2025,Олександр Григорович Корченко; Анна Корченко; Serhii Zybin; Кирило ДАВИДЕНКО,RADIOELECTRONIC AND COMPUTER SYSTEMS,Other,article,10.32620/reks.2025.2.15,,https://openalex.org/W4412675297,,"The primary research goal is to develop a method for constructing a classification model of modern approaches to implementing sociotechnical attacks, to systematize and integrate existing classifications of relevant approaches, with the possibility of expanding with new characteristic features. The development of information technology and data exchange creates new threats to cyber security, including cyber attacks and frauds. Social networks and artificial intelligence contribute to the improvement of sociotechnical methods. Analyzing the data of leading studies, certain methods are identified that social engineers use most often, but these publications do not form a set of signs that characterize the approaches to implementation of the corresponding attacks, which will make it possible to formalize the process of their classification from a systemic standpoint. The research is aimed at solving the following tasks: toconstruct a model for classifying sociotechnical attacks in which it is possible to develop a generalized hierarchical model; to form a generalized set of features, criteria, and sub-criteria, which allows us to select and develop appropriate means of countering sociotechnical attacks from a systemic perspective; and to carry out the modelling of a corresponding cyberattack for a systematic understanding of actions and countermeasures. Given this, the analysis and classification of modern approaches to the implementation of sociotechnical attacks is an important component of a cyber security strategy to ensure protection against ever-growing threats and is an urgent scientific task. Results and conclusions. Based on the multi-theoretical approach, a method is proposed, in which, due to the stages of determining the set: identifiers of signs, criteria, and sub-criteria, it is possible to develop a generalized hierarchical model for classifying socio-technical attacks according to the characteristic principle. Based on the proposed model and the analyzed literature, a generalized set of features, criteria, and sub-criteria has been formed, such as: time aspect, industry affiliation, interaction with security policy, remoteness, initialization, tools, manipulation, violation of characteristics, relational signs, severity level, type of attacked source, type of access, type of appeal, type of sociotechnical technique, and scale, which allows us to select and develop appropriate means of countering sociotechnical attacks from a systemic perspective. The example of conducting a sociotechnical attack is considered, in which, taking into account the MAISA classification model and such steps of their implementation as: target research, preparation of a sociotechnical attack, performing of the attack, exploitation of the information received, hiding traces, made it possible to approach the understanding of the actions of a sociotechnician when implementing a phishing attack from a systemic perspective for the further development of appropriate countermeasures. In addition, based on the obtained criteria, it is possible to develop a method for assessing personnel readiness to counter various classes of sociotechnical attacks.",openalex,targeted cyber attack classification
s2:13b06b1effed22dc1d4617dc92285e312f9ce5d2,Evaluating the Impact of Cyberattacks on AI-Based Machine Vision Systems: A Case Study of Threaded Fasteners,2025,Vijayanth Tummala; Ankit Agarwal; A. Gill; Seung-Jin Lee; Laine Mears,Volume 2: Advanced Manufacturing,Other,,10.1115/imece2025-164156,,https://www.semanticscholar.org/paper/13b06b1effed22dc1d4617dc92285e312f9ce5d2,,"Machine Vision (MV) systems integrated with Artificial Intelligence (AI) based technologies like Convolutional Neural Network (CNN) have shown promising results in classification and sorting applications. One such application is the classification of threaded fasteners like screws, bolts, nuts, etc, during the assembly process to ensure secured assembly of the components. However, increasing penetration of the internet into manufacturing organizations introduces cybersecurity concerns that can impact the performance of AI-based MV systems. Cyberattacks such as data poisoning, and model evasion targeted towards AI systems can manipulate the input data or the model itself, leading to misclassification and potential operational failures. With an increase in MV systems being deployed in automated manufacturing, it is essential to safeguard the AI models against cyber-attacks. Hence this research is motivated by the need to analyze the impact of one such class of cyberattacks, i.e. model evasion attack on an AI-based MV system. The focus of this research will be to analyze the impact of this attack on the accuracy and confidence of the model as applied to fastener classification.
 Model evasion attacks can compromise a model’s ability to classify images correctly, resulting in the model’s reduced confidence levels and/or inaccurate image classification. This paper utilizes the Fast Gradient Sign Method (FGSM) to craft adversarial images of threaded fasteners, which are then used to perform model evasion attacks on the MV system for fastener classification. FGSM is particularly effective in white-box attacks, where the attacker has full knowledge of the model’s architecture and parameters. FGSM generates adversarial images of threaded fasteners quickly and efficiently by introducing subtle and nearly imperceptible modifications to the input images. It leverages the gradients of the model’s loss function to identify the optimal direction and magnitude of perturbations, ultimately deceiving the model into making incorrect predictions.
 The research questions answered in this study are: a) How does FGSM-generated adversarial images impact the accuracy and confidence of the classification results from the developed Efficient-Net-b0 based MV system? b) Is the XAI system implemented as part of the MV system capable of detecting FGSM-generated adversarial attacks? c) Can human-in-the-loop be a solution to mitigate the impact of FGSM-generated adversarial images? The study shows that FGSM-generated adversarial images reduced the accuracy and confidence of the classification results. The XAI system detected adversarial images by displaying skewed heat maps that highlight the image regions that were the most influential in contributing to the model’s decision. Lastly, when humans are presented with FGSM-generated adversarial images, they are still able to identify the images with high accuracy and confidence. In conclusion, the paper evaluates the impact of a cyberattack on an AI-based MV system used in manufacturing, and also validates a potential solution to mitigate the impact of such an attack.",semantic_scholar,targeted cyber attack classification
